45853_HSCBMYHC 12636 12726
45853_HSCBMYHC 13445 13834
45853_HSCBMYHC 14070 14196
45853_HSCBMYHC 14384 14502
45853_HSCBMYHC 14672 14868
45853_HSCBMYHC 15393 15576
45853_HSCBMYHC 15760 15925
45853_HSCBMYHC 16086 16210
45853_HSCBMYHC 16764 17072
45853_HSCBMYHC 17245 17445
45853_HSCBMYHC 17569 17694
45853_HSCBMYHC 17805 18080
45853_HSCBMYHC 18965 19060
45853_HSCBMYHC 19173 19307
45853_HSCBMYHC 19834 19851

45856_HSCD21EXN 1 42
45856_HSCD21EXN 412 579

45860_HSCD4ALU 1 49
45860_HSCD4ALU 168 332


45868_HSCDIR2 1 58
45868_HSCDIR2 418 684
45868_HSCDIR2 1309 1578
45868_HSCDIR2 1836 2114
45868_HSCDIR2 2507 2604



45872_HSCG01 1 123
45872_HSCG01 358 669


45877_HSCKBG 1 193
45877_HSCKBG 317 471
45877_HSCKBG 544 676
45877_HSCKBG 1061 1232
45877_HSCKBG 1903 2026
45877_HSCKBG 2184 2373
45877_HSCKBG 2453 2631

45878_HSCKIIBE 1 72
45878_HSCKIIBE 1039 1141
45878_HSCKIIBE 1711 1826
45878_HSCKIIBE 2273 2348
45878_HSCKIIBE 2495 2684
45878_HSCKIIBE 3012 3102

45879_HSCLC6 1 29
45879_HSCLC6 904 1036
45879_HSCLC6 1922 2035
45879_HSCLC6 2274 2440
45879_HSCLC6 3011 3085

45880_HSCLN3 1 46
45880_HSCLN3 200 278
45880_HSCLN3 2363 2459
45880_HSCLN3 3088 3159
45880_HSCLN3 4012 4091
45880_HSCLN3 4212 4297
45880_HSCLN3 5103 5175
45880_HSCLN3 5263 5406
45880_HSCLN3 7623 7735
45880_HSCLN3 9060 9106
45880_HSCLN3 9187 9255
45880_HSCLN3 9350 9405
45880_HSCLN3 9534 9627
45880_HSCLN3 13855 13995
45880_HSCLN3 14097 14216



45885_HSCOL6A14 1 159
45885_HSCOL6A14 416 544
45885_HSCOL6A14 626 646
45885_HSCOL6A14 967 987
45885_HSCOL6A14 1078 1122



45898_HSCOMT2 1 289
45898_HSCOMT2 425 618
45898_HSCOMT2 906 1037
45898_HSCOMT2 1499 1699

45900_HSCOSE 1 120
45900_HSCOSE 1497 1698
45900_HSCOSE 1874 2046


45903_HSCRTRGN 1 262
45903_HSCRTRGN 1801 1932
45903_HSCRTRGN 2730 2979
45903_HSCRTRGN 3401 3533
45903_HSCRTRGN 4467 4601
45903_HSCRTRGN 4689 4792
45903_HSCRTRGN 4888 5012
45903_HSCRTRGN 5331 5443
45903_HSCRTRGN 5556 5693
45903_HSCRTRGN 5770 5872
45903_HSCRTRGN 5959 6059
45903_HSCRTRGN 6145 6315
45903_HSCRTRGN 6500 6640

45904_HSCSAP11 1 96
45904_HSCSAP11 435 621
45904_HSCSAP11 713 870
45904_HSCSAP11 1223 1303
45904_HSCSAP11 1609 1716

45905_HSCSAP3 1 75
45905_HSCSAP3 667 792

45906_HSCST3G 1 243
45906_HSCST3G 2496 2609
45906_HSCST3G 3864 3947


45908_HSCTAS 1 118
45908_HSCTAS 2363 2405
45908_HSCTAS 2688 2829
45908_HSCTAS 4081 4238
45908_HSCTAS 6434 6562
45908_HSCTAS 6771 6900
45908_HSCTAS 8766 8919
45908_HSCTAS 9326 9516


45910_HSCYCEGEN 1 23
45910_HSCYCEGEN 130 217
45910_HSCYCEGEN 408 421


45912_HSCYCLA 1 213
45912_HSCYCLA 983 1226
45912_HSCYCLA 2439 2551
45912_HSCYCLA 2765 2988
45912_HSCYCLA 3951 4158
45912_HSCYCLA 4618 4731
45912_HSCYCLA 5354 5487
45912_HSCYCLA 5845 5893







45922_HSCYP45C 1 825
45922_HSCYP45C 1381 1507
45922_HSCYP45C 1595 1684
45922_HSCYP45C 1776 1899
45922_HSCYP45C 2045 2131
45922_HSCYP45C 2324 2609




45926_HSDAO 1 1570
45926_HSDAO 2290 2575
45926_HSDAO 4025 4157
45926_HSDAO 4467 4733

45933_HSDNAAMHI 1 49
45933_HSDNAAMHI 354 536
45933_HSDNAAMHI 775 966
45933_HSDNAAMHI 1231 1308
45933_HSDNAAMHI 1521 1639
45933_HSDNAAMHI 1755 1985
45933_HSDNAAMHI 4962 5076
45933_HSDNAAMHI 5519 5691
45933_HSDNAAMHI 5897 6044
45933_HSDNAAMHI 6212 6348
45933_HSDNAAMHI 7245 7541


45936_HSDNAMIA 1 127
45936_HSDNAMIA 209 342
45936_HSDNAMIA 1426 1536
45936_HSDNAMIA 1854 1877




45945_HSE48ATGN 1 52
45945_HSE48ATGN 830 928
45945_HSE48ATGN 1060 1295


45952_HSENO2 1 85
45952_HSENO2 583 678
45952_HSENO2 836 894
45952_HSENO2 1201 1270
45952_HSENO2 1741 1874
45952_HSENO2 2100 2322
45952_HSENO2 3727 3924
45952_HSENO2 5737 5938
45952_HSENO2 6212 6320
45952_HSENO2 6500 6558
45952_HSENO2 6887 6956

45957_HSEOTAX 1 76
45957_HSEOTAX 1288 1399
45957_HSEOTAX 1778 1883

45961_HSERB5FR 1 38
45961_HSERB5FR 2062 2080

45965_HSERPG 1 13
45965_HSERPG 580 725
45965_HSERPG 982 1068
45965_HSERPG 1680 1859
45965_HSERPG 1994 2149

45966_HSETFALPH 1 49
45966_HSETFALPH 682 731



45969_HSEVMHC 1 88
45969_HSEVMHC 2232 2516
45969_HSEVMHC 3146 3424
45969_HSEVMHC 3636 3764
45969_HSEVMHC 4167 4171

45970_HSEVMHC 1 55
45970_HSEVMHC 1843 2124
45970_HSEVMHC 3352 3636
45970_HSEVMHC 5156 5272
45970_HSEVMHC 5431 5466
45970_HSEVMHC 5821 5837


45972_HSEVMHC 1 598
45972_HSEVMHC 1135 1249
45972_HSEVMHC 1398 1528
45972_HSEVMHC 2488 2693
45972_HSEVMHC 3120 3317
45972_HSEVMHC 4519 4647
45972_HSEVMHC 4797 4985
45972_HSEVMHC 5545 5718
45972_HSEVMHC 5962 6124
45972_HSEVMHC 6433 6569
45972_HSEVMHC 7852 8058


45974_HSEVMHC 1 147
45974_HSEVMHC 908 1055
45974_HSEVMHC 1214 1325
45974_HSEVMHC 1734 1863
45974_HSEVMHC 2262 2466
45974_HSEVMHC 2950 3038




45979_HSEWSGAR 1 13
45979_HSEWSGAR 3880 3916
45979_HSEWSGAR 4044 4095
45979_HSEWSGAR 5405 5528
45979_HSEWSGAR 9693 9879
45979_HSEWSGAR 14050 14217
45979_HSEWSGAR 18581 18792
45979_HSEWSGAR 20264 20444
45979_HSEWSGAR 23220 23257
45979_HSEWSGAR 23795 23827
45979_HSEWSGAR 24146 24264
45979_HSEWSGAR 27896 28025
45979_HSEWSGAR 29484 29606
45979_HSEWSGAR 30390 30552
45979_HSEWSGAR 30891 30988
45979_HSEWSGAR 31256 31508
45979_HSEWSGAR 31709 31748

45980_HSEWSGAR 1 633
45980_HSEWSGAR 2334 2441
45980_HSEWSGAR 2533 2629
45980_HSEWSGAR 3357 3508

45982_HSFAU1 1 75
45982_HSFAU1 170 314
45982_HSFAU1 776 831
45982_HSFAU1 1006 1131

45985_HSFESFPS 1 213
45985_HSFESFPS 366 539
45985_HSFESFPS 1913 2009
45985_HSFESFPS 2139 2322
45985_HSFESFPS 4254 4391
45985_HSFESFPS 4465 4584
45985_HSFESFPS 4788 4910
45985_HSFESFPS 5040 5226
45985_HSFESFPS 5348 5431
45985_HSFESFPS 5927 6136
45985_HSFESFPS 6498 6620
45985_HSFESFPS 7002 7055
45985_HSFESFPS 7650 7768
45985_HSFESFPS 8043 8137
45985_HSFESFPS 8234 8357
45985_HSFESFPS 8597 8754
45985_HSFESFPS 8879 9001
45985_HSFESFPS 10359 10501

45987_HSFGFR4G 1 91
45987_HSFGFR4G 791 1054
45987_HSFGFR4G 1145 1225
45987_HSFGFR4G 1337 1503
45987_HSFGFR4G 2084 2207
45987_HSFGFR4G 2720 2910
45987_HSFGFR4G 3045 3183
45987_HSFGFR4G 3537 3730
45987_HSFGFR4G 3805 3950
45987_HSFGFR4G 4053 4174
45987_HSFGFR4G 5728 5838
45987_HSFGFR4G 5931 6121
45987_HSFGFR4G 6455 6577
45987_HSFGFR4G 6685 6755
45987_HSFGFR4G 7002 7139
45987_HSFGFR4G 7813 7918
45987_HSFGFR4G 8048 8197


45992_HSFUR1 1 168
45992_HSFUR1 636 736
45992_HSFUR1 863 966
45992_HSFUR1 1059 1176
45992_HSFUR1 1286 1465
45992_HSFUR1 1883 2007
45992_HSFUR1 2123 2233
45992_HSFUR1 2479 3071

45993_HSFURIN 1 177
45993_HSFURIN 516 614
45993_HSFURIN 723 818
45993_HSFURIN 1157 1285
45993_HSFURIN 1396 1472
45993_HSFURIN 1788 1876
45993_HSFURIN 2393 2565

45996_HSG13G 1 91
45996_HSG13G 414 493
45996_HSG13G 644 699






46004_HSGCAP2 1 90
46004_HSGCAP2 1231 1417
